study_id,ref,BNF_or_Denit,data_type,number_sites,latitude_decimal,longitude_decimal,biome_manuscript,Biome_rough,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_N_Dep,Extracted_DtB,Extracted_Elevation,Extracted_Roughness,Extracted_Slope,Extracted_Seasonality,Extracted_modelBNF,Extracted_modelNloss
R4122,Freiberg E. 1998. Microclimate parameters influencing nitrogen fixation in the phyllosphere in a Costa Rican premontane rain forest. Oecologia 17:9--18,BNF,Field observation,1,10.1667,-84.5666,premontane wet forest,EBF,2711.322839,22.40640101,1152.02688,53.55263158,777.9078947,727.6447368,768.6063232,-0.592025816,5.717822552,1.417000055,231.3200073,2209,1241,77.5,6.884706497,33.69462204,2.309524774551392,2.829334735870361
R7844,Furnkranz 2008,BNF,Field observation,2,8.71,-83.23,Lowland rainforest,EBF,3059.006967,25.37274899,1287.668098,53.43589744,448.9487179,478.0769231,624.6601563,-1.607807875,7.225846291,1.094900012,370.2799988,2390,319.5,136.5,13.0463047,63.10344315,2.262759685516357,1.886134386062622
R3136,Vitousek PM. 1994. Potential nitrogen fixation during primary succession in Hawai’i Volcanoes National Park. Biotropica 26:234–40,BNF,Field observation,2,19.4167,-155.25,Montane rainforest,EBF,2171.418356,19.09380404,1103.278641,51.37804878,621,571.7560976,,-0.636624277,4.380115509,1.085800052,57.52999878,2352,1181,27.5,2.385552645,34.76580429,1.600707888603210,1.190407752990723
R3729,"Crews TE, Kurina LM, Vitousek PM. 2001. Organic matter and nitrogen accumulation and nitrogen fixation during early ecosystem development. Biogeochemistry 52:259–279",BNF,Field experiment,3,19.4721,-155.5929,Ohia and bryophytes cover,EBF,1062.917251,11.34869694,709.0751237,65.01282051,745.8589744,446.0384615,847.3583374,,,,57.52999878,,3993,8.5,0.70047015,,0.194085121,0.098053239
R4594,"Vitousek PM,Hobbie S. 2000. Heterotrophic nitrogen fixation in decomposing litter: patterns and regulation. Ecology 81:2366–76",BNF,Field experiment,4,19.3854,-155.184,Ohia montane rainforest,EBF,2158.205404,19.19793699,1100.590587,52.225,777.75,591.325,,-0.700671792,3.848654032,2.119100094,57.52999878,2422,965,24.5,2.447443008,27.83608055,1.600707888603210,1.190407752990723
R4626,"Crews TE, Farrington H, Vitousek PM. 2000. Changes in asymbiotic, heterotrophic nitrogen fixation on leaf litter of Metrosideros polymorpha with long-term ecosystem development in Hawaii. Ecosystems 3: 386–95",BNF,Field experiment,1,19.9257,-155.2775,Ohia montane rainforest,EBF,1694.528999,16.59610502,951.7678426,52.3125,825.6,618.2,645.1414185,-1.076443911,6.871491909,2.317500114,57.52999878,1892,1110,77.5,6.948885918,30.7326088,1.600707888603210,1.190407752990723
R4634,"Crews TE, Farrington H, Vitousek PM. 2000. Changes in asymbiotic, heterotrophic nitrogen fixation on leaf litter of Metrosideros polymorpha with long-term ecosystem development in Hawaii. Ecosystems 3: 386–95",BNF,Field experiment,1,22.164,-159.659,Ohia montane rainforest,EBF,1496.367665,20.84745591,779.8622665,59.0625,729.7291667,514.1666667,,-1.109730959,5.76067543,0.84009999,65.30000305,4880,390.5,437,33.17341995,48.18123627,,
R4618,"Crews TE, Farrington H, Vitousek PM. 2000. Changes in asymbiotic, heterotrophic nitrogen fixation on leaf litter of Metrosideros polymorpha with long-term ecosystem development in Hawaii. Ecosystems 3: 386–95",BNF,Field experiment,1,19.7098,-155.4113,Ohia montane rainforest,EBF,1264.190074,12.66280054,748.0535336,60.64556962,570.0632911,468,645.1414185,-0.425228059,2.308169127,1.189900041,57.52999878,5719,1974.5,66.5,6.02010107,74.13750458,1.600707888603210,1.190407752990723
R11450,"Langkamp PJ, Farnell GK and Dalling MJ. 1981. Acetylene reduction rates by selected leguminous and non-leguminous plants of Groote-Eyelandt, Northern Territory. Australian Journal of Botany 29, 1-9. ",BNF,Field observation,2,-13.965,136.436,Eucalyptus open forest,EBF,1071.101377,26.7192474,943.00129,60.57142857,225.122449,131.4285714,441.5653076,-0.347374767,2.654299498,0.881600022,109.3399963,4565,13,5,0.397344112,104.5628891,0.693463802,1.148572921752930
R107,Cusack 2009,BNF,Field experiment,6,18.3,-65.8,Montane rainforest,EBF,2148.087747,25.5047407,1405.271047,49.67123288,835.9726027,628.0821918,469.2328796,-1.317179084,7.512785912,1.588099957,214.8999939,1000,771,89.5,7.767789841,28.1071949,0.115629956,0.072588101
R3728,"Crews TE, Kurina LM, Vitousek PM. 2001. Organic matter and nitrogen accumulation and nitrogen fixation during early ecosystem development. Biogeochemistry 52:259–279",BNF,Field experiment,1,19.4721,-155.5929,Lichen and moss cover,EBF,1062.917251,11.34869694,709.0751237,65.01282051,745.8589744,446.0384615,847.3583374,,,,57.52999878,,3993,8.5,0.70047015,,0.194085121,0.098053239
R15232,"Stewart, W.D.P., M.J. Samapio, A.O. Isichei, and R. Sylvester-Bradley, Nitrogen fixation by soil algae of temperate and tropical soils, in limitations and Potentials for Biological Nitrogen Fixation in the Tropics, edited by J. Dtibereiner, R.H. Burris, and A. Hollaender, pp. 41-63, Plenum, New York, 1978.",BNF,Laboratory experiment,1,-3.0515,-60.0117,Campina,EBF,2267.996943,27.57026836,1044.03442,43.68421053,477.7368421,268.8947368,512.7582397,-0.241044849,4.094736099,,287.1000061,4752,52.5,16,1.436539173,44.50622177,2.217352628707886,1.839066624641418
R3142,"Sheridan, R.P., Nitrogenase activity by Hapalosiphon flexuosus associated with Sphagnum erythrocalyx in cloud forest on the volcano La Soufriere, French West Indies, Biotropica, 23, 134-140, 1991.",BNF,Field observation,1,16.044,-61.6636,Sphagnum herbfield,EBF,1627.759408,25.68500228,1304.059307,54.78205128,798.1666667,672.7692308,888.5859375,-1.057649374,7.139867783,1.706799984,436.7200012,2287,1325,196.5,18.3039856,26.97617531,0.261654109,0.078580499
R43,Zheng_2018 Stoichiometry controls asymbiotic nitrogenfixation and its response tonitrogen inputs in a nitrogen-saturated forest,BNF,Field experiment,1,23.16,112.16,Tropical forest,EBF,1759.685565,22.15499019,1062.847185,53.1125,341.5,315.6125,432.7008667,-0.726047695,4.897155762,1.276800036,,589,251.5,131.5,10.4260006,67.67031097,2.196899414062500,3.542508125305176
R3732,"Crews TE, Kurina LM, Vitousek PM. 2001. Organic matter and nitrogen accumulation and nitrogen fixation during early ecosystem development. Biogeochemistry 52:259–279",BNF,Field experiment,1,19.4721,-155.5929,Ohia montane rainforest,EBF,1062.917251,11.34869694,709.0751237,65.01282051,745.8589744,446.0384615,847.3583374,,,,57.52999878,,3993,8.5,0.70047015,,0.194085121,0.098053239
R3921,"Thompson MV, Vitousek PM. 1997. Asymbiotic nitrogen fixation and litter decomposition on a long soil-age gradient in Hawaiian montane rain forest. Biotropica 29:134–44",BNF,Field experiment,1,19.3333,-155.2333,Ohia montane rainforest,EBF,2056.853267,19.10525608,1086.63809,55.5,503.9390244,458.9390244,,,,0.884000003,57.52999878,1570,825.5,43.5,4.480505943,,1.600707888603210,1.190407752990723
R3937,"Thompson MV, Vitousek PM. 1997. Asymbiotic nitrogen fixation and litter decomposition on a long soil-age gradient in Hawaiian montane rain forest. Biotropica 29:134–44",BNF,Field experiment,1,19.95,-155.3167,Ohia montane rainforest,EBF,1631.867775,16.48563486,934.177995,53.24390244,731.804878,577.902439,645.1414185,-1.076443911,6.871491909,2.372999907,57.52999878,1746,1228,84.5,7.679503441,32.67789078,1.600707888603210,1.190407752990723
R4038,"Russell AE, Vitousek PM. 1999. Decomposition and potential nitrogen fixation in Dicranopteris linearis litter on Mauna Loa, Hawai’i. J. Trop. Ecol. 13:579--94",BNF,Field observation,6,19.75,-155.25,Ohia montane rainforest,EBF,1839.289525,16.57606777,983.1281423,51.2195122,788.6585366,622.6829268,645.1414185,-0.865244806,4.141584396,2.28579998,57.52999878,2219,1081.5,36.5,3.778258562,34.31427383,1.600707888603210,1.190407752990723
R6675,"Pons TL, Perreijn K, van Kessel C, Werger MJA. 2007. Symbiotic nitrogen fixation in a tropical rain forest: 15N natural abundance measurements supported by experimental isotopic enrichment. New Phytol. 173:154--67",BNF,Field observation,4,5.2167,-58.0667,Tropical rainforest,EBF,2119.155772,27.30984006,1296.797868,47.07594937,375.8987342,241.6835443,246.6893005,-1.118095398,6.774440765,1.354599953,373.4400024,2855,45,26.5,1.733310461,53.85356903,2.852334737777710,2.238610267639160
R7510,PM Vitousek (1999) Nutrient limitation to nitrogen fixation in young volcanic sites. Ecosystems,BNF,Field experiment,3,19.29,-155.55,Ohia montane rainforest,EBF,1580.735581,14.57114538,899.0019914,54.77108434,841.2650602,607.686747,847.3583374,-0.337060928,2.929413795,2.049299955,57.52999878,2551,1904,108.5,9.199239731,40.55422211,1.600707888603210,1.190407752990723
R4450,Carpenter EJ. 1992. Nitrogen fixation in the epiphyllae and root nodules of trees in a lowland rainforest of Costa Rica. Acta Oecologica 13:153--60,BNF,Field observation,3,10.4314,-84.0081,"Lowland rainforest with abundance of Pentaclethra, Inga, and Welfia",EBF,3497.172589,25.70085818,1388.94225,51.25316456,472.8227848,597.9240506,878.6196899,-0.930319846,6.979044437,1.360800028,231.3200073,2893,59.5,22.5,1.851177692,38.5550766,2.309524774551392,2.829334735870361
R138,VanLangenhove 2019,BNF,Field observation,4,5.25,-52.91,Lowland rainforest,EBF,2662.144385,26.05995538,1271.191486,45.62820513,669.1153846,427.1923077,520.2285156,-1.005432129,6.690838814,1.577399969,175.7799988,4296,47.5,15,0.971284151,48.97318268,0.622699916,0.225431025
R150,VanLangenhove 2019,BNF,Field observation,3,4.08,-52.68,Lowland rainforest,EBF,2943.062784,25.79425745,1251.47138,45.56410256,606.8076923,401.9102564,279.229187,-1.386909842,7.035896301,1.506899953,215.9299927,3637,96,51.5,4.148987293,53.3878212,2.465934276580811,1.494410276412964
R3953,"Thompson MV, Vitousek PM. 1997. Asymbiotic nitrogen fixation and litter decomposition on a long soil-age gradient in Hawaiian montane rain forest. Biotropica 29:134–44",BNF,Field experiment,1,20.0667,-155.7,Ohia montane rainforest,EBF,1332.366414,20.1182775,914.8882864,54.85542169,813.9036145,591.7710843,1069.520386,-0.08775755,2.499278545,2.193799973,57.52999878,1743,1372,43,3.257892132,36.31442261,0.352960676,0.281377077
R3744,"Matzek V, Vitousek P. 2003. Nitrogen fixation in bryophytes, lichens, and decaying wood along a soil-age gradient in Hawaiian montane rain forest. Biotropica 35:12–19",BNF,Field observation,4,19.5852,-155.1642,Ohia montane rainforest,EBF,2171.418356,19.09380404,1103.278641,51.37804878,621,571.7560976,645.1414185,-0.841903627,6.784780025,2.386800051,57.52999878,2118,679,28,2.743266582,36.1962471,1.600707888603210,1.190407752990723
R2812,Winbourne 2017,BNF,Field experiment,6,16.4094,-88.6009,Lowland rainforest,EBF,2573.884464,26.58418379,1333.897444,58.025,615.15,657.725,594.7203979,-0.67459029,4.978260994,1.364799976,624.2800293,505,28,11,0.832440138,59.19222641,1.377083182334900,0.390714705
R3740,"Matzek V, Vitousek P. 2003. Nitrogen fixation in bryophytes, lichens, and decaying wood along a soil-age gradient in Hawaiian montane rain forest. Biotropica 35:12–19",BNF,Field observation,4,19.5852,-155.1642,Montane rainforest,EBF,1854.842263,19.2149131,1066.624984,53.875,541.3846154,472.078125,645.1414185,-0.841903627,6.784780025,2.386800051,57.52999878,2118,679,28,2.743266582,36.1962471,1.600707888603210,1.190407752990723
R2955,Barron et al. 2011,BNF,Field observation,9,9.15,-79.85,Lowland rainforest,EBF,2460.31505,26.80512684,1264.013132,52.81481481,725.7777778,495.4814815,499.5263977,-1.186498404,7.309979916,1.026000023,1130.48999,5782,73.5,64,5.533782005,64.4832077,0.205548003,0.087376453
R3157,"Ley, R.E., and C.M. D' Antonio, Exotic grass invasion alters potential rates of N fixation in Hawaiian woodlands, Oecologia, 113, 179-187, 1997.",BNF,Field observation,6,19.1,-155.55,Montane rainforest,EBF,1264.190074,12.66280054,748.0535336,60.64556962,570.0632911,468,847.3583374,-0.453520447,4.499284267,1.42019999,57.52999878,3545,150.5,111,11.44099426,24.35992622,1.600707888603210,1.190407752990723
R2864,Matson 2015,BNF,Field experiment,11,-4.11,-79.178,Montane rainforest,EBF,1243.359703,16.57628406,871.6356923,54.61842105,948.9605263,576.8289474,531.9611206,-0.619327664,4.154925346,1.812399983,85.73000336,80,2838.5,258.5,22.09772301,35.99225998,1.524620413780212,1.517906069755554
R3789,"Reed SC, Cleveland CC, Townsend AR. 2007a. Controls over leaf litter and soil nitrogen fixation in two lowland tropical rain forests. Biotropica 39:585–92",BNF,Field experiment,16,8.7167,-83.6167,Lowland rainforest,EBF,3072.894119,26.27127016,1329.251047,53.43103448,436.137931,458.7586207,,-1.333097339,7.335071087,1.056699991,211.9799957,8010,53.5,73.5,7.022987366,67.90673065,2.262759685516357,1.886134386062622
R5744,"ED SCHULZE, G GEBAUER, H ZIEGLER, OL LANGE (1991) Estimates of nitrogen fixation by trees on an aridity gradient in Namibia",BNF,Field observation,1,-23,16,Highland Savanna,Savannas,234.3753484,20.77599061,222.4757436,83.67857143,57.20238095,82.35714286,411.1140137,0.027671514,0.774454832,0.128600001,,0,1091.5,13.5,1.163319826,119.8750916,0.273236513,0.290560633
R6842,Sylla S. (2002) Estimates of biological nitrogen fixation by Pterocarpus lucens in a semi arid natural forest park in Senegal using <sup>15</sup>N natural abundance method. African Journal of Biotechnology,BNF,Field observation,1,15,-14,Bushland and wooded grassland,Savannas,654.5137694,29.2082102,594.861959,65.27848101,76.08860759,54.06329114,345.14151,-0.105520323,1.732820868,0.0125,143.2100067,14483,50,5,0.463992357,143.2261505,1.155276894569397,1.322738051414490
R6843,Sylla S. (2002) Estimates of biological nitrogen fixation by Pterocarpus lucens in a semi arid natural forest park in Senegal using <sup>15</sup>N natural abundance method. African Journal of Biotechnology,BNF,Field observation,1,15,-14,Sudanian bushland,Savannas,654.5137694,29.2082102,594.861959,65.27848101,76.08860759,54.06329114,345.14151,-0.105520323,1.732820868,0.0125,143.2100067,14483,50,5,0.463992357,143.2261505,1.155276894569397,1.322738051414490
R6844,Sylla S. (2002) Estimates of biological nitrogen fixation by Pterocarpus lucens in a semi arid natural forest park in Senegal using <sup>15</sup>N natural abundance method. African Journal of Biotechnology,BNF,Field observation,1,15,-14,Sahelian wooded grassland,Savannas,654.5137694,29.2082102,594.861959,65.27848101,76.08860759,54.06329114,345.14151,-0.105520323,1.732820868,0.0125,143.2100067,14483,50,5,0.463992357,143.2261505,1.155276894569397,1.322738051414490
R6826,"Mendez Carlos, Bibiana Bilbao (2015) Symbiotic nitrogen fixation of Dimorphandra macrostachya in forests of Venezuelan Guayana Highland. Bosque",BNF,Field observation,1,5.2742,-61.1222,Dimorphandra stand,Savannas,2047.941161,21.97081656,1140.392783,53.14102564,450.1282051,338.9230769,450.8485718,0.215324968,0.891212404,0.883899987,373.4400024,3615,1241,44,3.68583107,49.2891655,2.604592323303223,1.974568843841553
R6827,"Mendez Carlos, Bibiana Bilbao (2015) Symbiotic nitrogen fixation of Dimorphandra macrostachya in forests of Venezuelan Guayana Highland. Bosque",BNF,Field observation,1,5.7167,-61.5833,Dimorphandra stand,Savannas,2057.269744,21.57082115,1152.550951,54.55263158,522.4868421,320.3289474,362.2716064,0.107785769,1.526643038,1.039000034,698.5800171,3039,1373,58,5.006364346,53.22691727,2.604592323303223,1.974568843841553
R13593,"Aranibar, J. N., Anderson, I. C., Ringrose, S., & Macko, S. A. (2003). Importance of nitrogen fixation in soil crusts of southern African arid ecosystems: acetylene reduction and stable isotope studies. Journal of Arid Environments, 54(2), 345-358.",BNF,Field observation,1,-15.2704,23.1481,Miombo woodlands,Savannas,1005.67609,22.80144713,801.147717,59.19178082,187.5405405,122.9315068,357.3226624,-0.597409129,3.011282682,0.541499972,519.7999878,5383,1036,8,0.713052392,111.5355148,1.732867717742920,2.265300512313843
R11389,"Schulze ED, Gebauer G, Ziegler H, Lange EL. 1991. Estimates of nitrogen fixation by trees on an aridiy gradient in Namibia. Oecologia 88:451-355",BNF,Field observation,2,-22.829,16.153,Highland and lowland savannas,Savannas,298.1624902,19.82273516,281.1514584,76.6547619,75.82142857,99.05952381,509.5458984,-0.126581758,1.137859225,0.165600002,,131,1661,88,7.733135223,118.3879395,0.273236513,0.290560633
R13601,"Aranibar, J. N., Anderson, I. C., Ringrose, S., & Macko, S. A. (2003). Importance of nitrogen fixation in soil crusts of southern African arid ecosystems: acetylene reduction and stable isotope studies. Journal of Arid Environments, 54(2), 345-358.",BNF,Field observation,2,-20.0165,23.4045,Mopane woodland,Savannas,467.0338239,24.61914473,436.7186053,67.87301587,77.98484848,93.6031746,314.981781,-0.258467227,2.037804365,0.234300002,763.4799805,3366,948,5,0.49573797,107.087616,1.247264504432678,1.246651649475098
R5738,"ED SCHULZE, G GEBAUER, H ZIEGLER, OL LANGE (1991) Estimates of nitrogen fixation by trees on an aridity gradient in Namibia",BNF,Field observation,1,-23,16,Lowland Savanna,Savannas,234.3753484,20.77599061,222.4757436,83.67857143,57.20238095,82.35714286,411.1140137,0.027671514,0.774454832,0.128600001,,0,1091.5,13.5,1.163319826,119.8750916,0.273236513,0.290560633
R15239.1,"Stewart, W.D.P., M.J. Samapio, A.O. Isichei, and R. Sylvester-Bradley, Nitrogen fixation by soil algae of temperate and tropical soils, in limitations and Potentials for Biological Nitrogen Fixation in the Tropics, edited by J. Dtibereiner, R.H. Burris, and A. Hollaender, pp. 41-63, Plenum, New York, 1978.",BNF,Field observation,2,8.3725,9.3852,Savanna,Savannas,1272.665332,28.10896445,988.3462905,58.94936709,200.0759494,145.6202532,343.9546509,-0.359182805,2.8048141,0.378399998,2059.77002,10828,142,5,0.38256669,92.51062012,2.329528093338013,2.378942251205444
R13603,"Aranibar, J. N., Anderson, I. C., Ringrose, S., & Macko, S. A. (2003). Importance of nitrogen fixation in soil crusts of southern African arid ecosystems: acetylene reduction and stable isotope studies. Journal of Arid Environments, 54(2), 345-358.",BNF,Field observation,2,-22.4206,22.1411,Acacia shrubland,Savannas,388.4414171,22.99165261,368.8767865,73.6746988,64.48192771,60.44578313,310.5213623,-0.135871172,1.52301085,0.143999994,763.4799805,1660,1050,8,0.832970917,93.43068695,1.003378748893738,0.773676395
R13164,"Roggy, J. C., Prévost, M. F., Garbaye, J., & Domenach, A. M. (1999). Nitrogen cycling in the tropical rain forest of French Guiana: Comparison of two sites with contrasting soil types using δ15N. Journal of Tropical Ecology, 15(1), 1–22.",BNF,Field observation,1,2,-51.8333,Tropical rainforest,EBF,2486.25152,26.08783113,1198.183821,44.69736842,405.5,317.2236842,283.4403076,-1.464031935,6.813729763,1.433400035,215.9299927,2997,162.5,16,1.170122862,54.19607162,2.098624944686890,1.676541328430176
R12370,"Hairiah K, Van Noordwijk M, Cadisch G (2000) Quantification of biological N2 fixation by hedgerow trees in Northern Lampung. NJAS – Wageningen J Life Sci 48:47–59",BNF,Field observation,1,-4.5,104.6333,Gliricidia agroforestry,DBF,2633.007511,27.39171352,1262.279952,51.33333333,787.3333333,344.5512821,392.6946716,-0.887771487,5.604513645,0.862100005,485.1799927,2303,48,11,0.680494368,45.66182327,3.148600816726685,5.463934421539308
R12372,"Hairiah K, Van Noordwijk M, Cadisch G (2000) Quantification of biological N2 fixation by hedgerow trees in Northern Lampung. NJAS – Wageningen J Life Sci 48:47–59",BNF,Field observation,1,-4.5,104.6333,Flemingia agroforestry,DBF,2633.007511,27.39171352,1262.279952,51.33333333,787.3333333,344.5512821,392.6946716,-0.887771487,5.604513645,0.862100005,485.1799927,2303,48,11,0.680494368,45.66182327,3.148600816726685,5.463934421539308
R15937,"Liyanage, M.S. de (1998). Nitrogen fixation and effects of pruning on Gliricidia sepium and Leucaena leucocephala (IAEA-TECDOC--1053). International Atomic Energy Agency (IAEA)",BNF,Field experiment,1,8.0333,79.8333,Gliciridia plantation,DBF,1214.463732,27.85624439,969.3215917,60.18918919,478.1875,405.7297297,588.4742432,,,,1329.469971,8564,4.5,7,0.456773281,,2.902146577835083,3.823911190032959
R2919,Hogberg & Kvarnstrom 1982,BNF,Field observation,1,-6.8333,37.6333,Leucaena plantation,DBF,1004.958464,24.18450453,784.4396776,61.11290323,236.1186441,172.516129,486.0813904,-0.298854977,2.43815732,0.843200028,1042.170044,14456,491,7,0.55680418,72.27130127,2.146434545516968,1.839494228363037
R13855,"Chikowo, R., Mapfumo, P., Nyamugafata, P., Giller, K.E., 2004. Woody legume fallow productivity, biological N2-fixation and residual benefits to two successive maize crops in Zimbabwe. Plant Soil 262, 303–315.",BNF,Field observation,1,-17.5833,31.2333,Sesbania plantation,DBF,838.6490422,18.98333058,687.4273933,58.18518519,162.4814815,112.9012346,423.811615,-0.342408836,2.308609962,1.004699945,806.1699829,4142,1461,92.5,7.91254282,112.3099213,1.994134664535522,2.148117780685425
R13158,"da Silva, A. F., de Freitas, A. D. S., Costa, T. L., Fernandes-Júnior, P. I., Martins, L. M. V., Santos, C. E. de R. e. S., … Sampaio, E. V. de S. B. (2017). Biological nitrogen fixation in tropical dry forests with different legume diversity and abundance. Nutrient Cycling in Agroecosystems, 107(3), 321–334.",BNF,Field observation,2,-8.8756,-36.3667,Caatinga dry forest,DBF,871.3003626,20.84910668,757.8077665,59.78947368,296.2631579,260.1710526,377.3597107,-0.44199264,2.834698439,0.707499981,1274.75,3634,707.5,25,2.20217824,57.69306564,3.634805440902710,2.978439092636108
R14019,"Stahl, L., Nyberg, G., Ho¨gberg, P., Buresh, R.J., 2002. Effects of planted tree fallows on soil nitrogen dynamics, above-ground and root biomass, N2- fixation and subsequent maize crop productivity in Kenya. Plant Soil 243, 103–117.",BNF,Field observation,2,-1.5167,37.3167,Sesbania & Calliandra plantation,DBF,750.581308,20.2858486,642.4374829,60.14285714,324.7532468,201.5454545,700.2770386,-0.267017812,2.071419954,0.970799983,1520.689941,10599,1639,119,10.08345604,96.38596344,2.105529308319092,2.380247592926025
R15962,"Zaharah, A R, Sharifuddin, H A.H., Anular, R, Bah, A R, Mwange, K Nk, Kathuli, P, and Juma, P. Nitrogen fixation by Gliricidia sepium: decomposition of its leaves in soil and effects on sweet-corn yields. IAEA: N. p., 1998. Web.",BNF,Field experiment,3,2.9993,101.7089,Gliciridia plantation,DBF,2418.739399,27.55778154,1192.635875,51,587.3928571,359.7857143,821.4799194,-0.662908971,3.546453238,,1664.079956,6738,60,32,2.717851162,27.15745926,2.010054588317871,1.965810894966125
R13656,"Sanginga, N., Mulongoy, K. and Ayanaba, A. 1989b. Nitrogen fixation in field-inoculated Leucaena leucocephala (Lam.) de Wit estimated by the 15N and the difference methods. Plant and Soil, 117, 269–274.",BNF,Field experiment,3,11.9804,8.5577,Leucaena plantation,DBF,905.5117836,26.88373495,724.5247897,64,94.8,109,450.2109375,-0.130495802,1.543211818,,2171.959961,9751,492,6,0.530435801,138.0877533,1.864069581031799,2.513788938522339
R13160,"da Silva, A. F., de Freitas, A. D. S., Costa, T. L., Fernandes-Júnior, P. I., Martins, L. M. V., Santos, C. E. de R. e. S., … Sampaio, E. V. de S. B. (2017). Biological nitrogen fixation in tropical dry forests with different legume diversity and abundance. Nutrient Cycling in Agroecosystems, 107(3), 321–334.",BNF,Field observation,2,-9.4942,-40.5097,Caatinga dry forest,DBF,393.2670204,25.91958823,364.4419449,69,84.64473684,98.80263158,517.581665,0.070650578,1.043357015,0.279199988,1287.040039,4876,383,4,0.364548415,94.59290314,0.774275661,1.051324844360352
R40,de Freitas_2012,BNF,Field observation,2,-6.98,-37.3,Caatinga dry forest,DBF,754.4108001,26.09908559,654.4678483,61.71428571,126.0779221,110.6623377,420.7704163,-0.307612598,2.269891977,0.557099998,1274.75,3328,256.5,62.5,3.847358704,114.4716187,1.340997219085693,1.078632235527039
R15930,"Bekunda, M. Nitrogen Fixation in Leucaena Leucocephala and Effects of Pruning on Cereal Yield; No. IAEA-TECDOC-1053; International Atomic Energy Agency: Vienna, Autstria, 1998.",BNF,Field experiment,2,0.4667,32.6,Leucaena plantation,DBF,1293.334307,22.81321884,1099.37067,54.5915493,408.1714286,294.9295775,490.5892944,-0.701678932,4.691366673,0.997399986,1641.449951,2395,1153.5,40,3.674191475,33.12913513,3.551868915557861,5.788104057312012
R15877.1,Safo E.Y. (1998). Management and Quantification of nitrogen fixation in Leucaena Leucocephala. International atomic energy agency (IAEA). Pp.5-13,BNF,Field experiment,3,6.6833,-1.6333,Leucaena plantation,DBF,1384.727703,26.32670595,1097.629649,53.5,334,343.5,355.3215942,,,,1343.939941,39883,270,23,1.675673723,,3.263036251068115,3.830075740814209
R13789,"Sanginga, N. S. K. S., Danso, S. K. A., Zapata, F., & Bowen, G. D. (1995). Phosphorus requirements and nitrogen accumulation by N 2-fixing and non-N 2-fixing leguminous trees growing in low P soils. Biology and Fertility of soils, 20(3), 205-211.",BNF,Field experiment,4,6.5432,3.3041,Gliciridia plantation,DBF,1571.850256,27.69060576,1103.76506,54,478.5,401.6666667,428.5491333,,,0.302700013,1276.050049,17246,25.5,6.5,0.510965705,,2.302515268325806,2.693819284439087
R6711,"Gei, Maria Gabriela. (2014). Biological nitrogen fixation in tropical dry forests of Costa Rica: patterns and controls.  Conservancy",BNF,Field observation,12,10.8373,-85.7068,Oak forest,DBF,1620.517487,26.89985451,1164.954987,62.17142857,407.1,346.1,,-1.149874806,4.483596325,0.903500021,231.3200073,4387,283,68,4.747523308,94.26899719,2.971193075180054,4.546881198883058
R6924,"Sein, C. C. (2016). Mixed Species Trial with Teak: An Appraisal of Growth and Soil Nitrogen Enrichment.",BNF,Field experiment,6,19.9333,95.9333,Teak Leucaena plantation ,DBF,995.5890522,25.9553543,888.6092303,60.96341463,282.8170732,221.4512195,419.8746338,-0.986670256,4.339519501,0.718200028,4707.259766,4224,235,31,2.372954845,85.84972382,2.271769523620605,2.458776950836182
R13931,"Sanginga, N., Danso, S.K.A., Mulongoy, K. and Ojeifo, A.A. 1994. Persistence and recovery of Rhizobium ten years after inoculation on Leucaena leucocephala grown on an Alfisol in southwestern Nigeria. Plant and Soil 159, 199-204.",BNF,Field experiment,2,7.5013,3.9099,Leucaena plantation,DBF,1315.629739,26.82860512,1047.866184,62.74193548,317.4655172,218.6774194,335.8292236,-0.571219742,4.602278233,0.496300012,1276.050049,19237,238,14.5,1.094937563,65.7335968,2.526032209396362,3.359076976776123
R6735. 1,"Gei, Maria Gabriela. (2014). Biological nitrogen fixation in tropical dry forests of Costa Rica: patterns and controls.  Conservancy",BNF,Field observation,2,10.3832,-85.3339,Tropical dry forest,DBF,1754.063564,27.60786535,1157.202895,64.63291139,418.9113924,353.5443038,502.2569275,-2.078905106,6.394767761,0.942900002,231.3200073,3526,10,4,0.287749887,89.40893555,2.971193075180054,4.546881198883058
R13965,"Nygren, P., Cruz, P., Domenach, A.M., Vaillant, V., Sierra, J., 2000. Influence of forage harvesting regimes on dynamics of biological dinitrogen fixation of a tropical woody legume. Tree Physiol. 20, 41–48.",BNF,Field experiment,8,16.3996,-61.4841,Gliciridia plantation,DBF,1461.222613,26.94115575,1247.880348,64.93055556,665.2083333,924.5972222,490.7882385,-0.962259233,5.406758785,1.070199966,436.7200012,1133,16.5,8.5,0.525690675,,0.261654109,0.078580499
