study_id,ref,BNF_or_Denit,data_type,number_sites,latitude_decimal,longitude_decimal,biome_manuscript,Biome_rough,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_N_Dep,Extracted_DtB,Extracted_Elevation,Extracted_Roughness,Extracted_Slope,Extracted_Seasonality,Extracted_modelBNF,Extracted_modelNloss
211,"van Straaten, O., S. Doamba, M. Corre, and E. Veldkamp. 2019. Impacts of burning on soil trace gas fluxes in two wooded savanna sites in Burkina Faso. JOURNAL OF ARID ENVIRONMENTS 165:132–140.",Denitrification,field flux,1,12.22,-2.71,"""savanna woodland""",Savannas,796.5476074,28.61962318,733.2047729,63,131,115,447.2547607,-0.203955784,1.88118422,0.0033,1136.180054,10624,259,2,0.190643191,118.4721527,4.640254974,6.509587288
211,"van Straaten, O., S. Doamba, M. Corre, and E. Veldkamp. 2019. Impacts of burning on soil trace gas fluxes in two wooded savanna sites in Burkina Faso. JOURNAL OF ARID ENVIRONMENTS 165:132–140.",Denitrification,field flux,1,11.23,-4.45,"""savanna woodland""",Savannas,990.9381104,28.14208221,877.852356,64,142,141,371.3766785,-0.455914348,2.585340261,0.070799999,864.8400269,9335,359,17,1.645246744,108.9351273,2.680082083,3.405414581
213,"Mosier, A., and J. Delgado. 1997. Methane and nitrous oxide fluxes in grasslands in western Puerto Rico. CHEMOSPHERE 35:2059–2082.",Denitrification,field flux,2,18.04,-67.07,grassland tropical C4,Grassland,1226.633301,26.71250153,1086.704712,65,525,497,,-1.042047501,5.090377808,0.867399991,348,2054,37.5,9.5,0.863680482,52.8516922,,
213,"Mosier, A., and J. Delgado. 1997. Methane and nitrous oxide fluxes in grasslands in western Puerto Rico. CHEMOSPHERE 35:2059–2082.",Denitrification,field flux,1,18.47,-67.04,grassland tropical C4,Savannas,1976.876221,25.65492058,1398.595215,57,400,477,,-0.946874917,5.54659462,0.931999981,348,576,125,13,1.183948874,33.66157532,,
214,"Gallarotti, N., M. Barthel, E. Verhoeven, E. Pereira, M. Bauters, S. Baumgartner, T. Drake, P. Boeckx, J. Mohn, M. Longepierre, J. Mugula, I. Makelele, L. Ntaboba, and J. Six. 2021. In-depth analysis of N2O fluxes in tropical forest soils of the Congo Basin combining isotope and functional gene analysis. ISME JOURNAL 15:3357–3374.",Denitrification,field flux,1,-0.3,25.3,evergreen broadleaf tropical forest,EBF,1492.166626,25.61055565,1165.69043,47,394,238,447.78125,-1.270715833,6.785497665,1.076200008,598.8099976,2469,426.5,20,1.942637205,27.2847538,4.614174366,4.574944973
214,"Gallarotti, N., M. Barthel, E. Verhoeven, E. Pereira, M. Bauters, S. Baumgartner, T. Drake, P. Boeckx, J. Mohn, M. Longepierre, J. Mugula, I. Makelele, L. Ntaboba, and J. Six. 2021. In-depth analysis of N2O fluxes in tropical forest soils of the Congo Basin combining isotope and functional gene analysis. ISME JOURNAL 15:3357–3374.",Denitrification,field flux,1,-2.31,28.76,evergreen broadleaf tropical forest,EBF,1786.423828,17.82125092,993.0238037,51,880,483,771.3283081,-1.788017869,6.241781235,1.94659996,880.4799805,3048,2055.5,82.5,7.879296303,44.74320221,4.001026154,3.741886377
215,"Mosier, A., J. Delgado, and M. Keller. 1998. Methane and nitrous oxide fluxes in an acid Oxisol in western Puerto Rico: Effects of tillage, liming and fertilization. SOIL BIOLOGY & BIOCHEMISTRY 30:2087–2098.",Denitrification,field flux,1,18.48,-67.04,grassland tropical C4,Savannas,1976.876221,25.65492058,1398.595215,51,354,392,,-0.946874917,5.54659462,,348,256,114.5,17.5,1.502447844,33.88677979,,
216,"Saidy, A., F. Razie, N. Aidawati, and T. Hidayat. 2020. Increases in Greenhouse Gases Following the Use of Peatlands for Agricultural Areas. Page in A. Hadi, editor.",Denitrification,field flux,1,-3.17,114.63,wetland,Permanent Wetlands,2498.019043,27.81497955,1231.976196,54,1648,441,966.7349243,-0.542373061,4.638520241,0.535099983,373.1400146,4797,5.5,2,0.092667878,41.23858261,,
217,"Teh, Y., T. Diem, S. Jones, L. Quispe, E. Baggs, N. Morley, M. Richards, P. Smith, and P. Meir. 2014. Methane and nitrous oxide fluxes across an elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 11:2325–2339.",Denitrification,lab flux (N15 tracer),1,-13.12,-71.62,"""montane grassland""",Grassland,526.3713989,12.80261898,499.157135,62,697,443,674.6494141,-0.987361729,3.351862669,0.594699979,658.960022,3260,3668,136,12.41508675,74.96155548,2.593607903,1.378372192
217,"Teh, Y., T. Diem, S. Jones, L. Quispe, E. Baggs, N. Morley, M. Richards, P. Smith, and P. Meir. 2014. Methane and nitrous oxide fluxes across an elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 11:2325–2339.",Denitrification,lab flux (N15 tracer),1,-12.9,-71.4,evergreen broadleaf tropical forest,EBF,3235.857178,24.04053497,1140.385742,55,792,469,428.9962463,-1.305629134,7.014345646,1.65170002,658.960022,2683,597.5,103,9.819974899,45.22531891,2.593607903,1.378372192
217,"Teh, Y., T. Diem, S. Jones, L. Quispe, E. Baggs, N. Morley, M. Richards, P. Smith, and P. Meir. 2014. Methane and nitrous oxide fluxes across an elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 11:2325–2339.",Denitrification,lab flux (N15 tracer),2,-13.05,-71.54,evergreen broadleaf tropical forest,EBF,1963.390503,19.76009941,996.1428833,51,774,546,674.6494141,-1.089112401,5.894331932,1.902400017,658.960022,2055,1511,232,20.41527557,46.75115585,2.593607903,1.378372192
218,"Barthel, M., M. Bauters, S. Baumgartner, T. Drake, N. Bey, G. Bush, P. Boeckx, C. Botefa, N. Deriaz, G. Ekamba, N. Gallarotti, F. Mbayu, J. Mugula, I. Makelele, C. Mbongo, J. Mohn, J. Mandea, D. Mpambi, L. Ntaboba, M. Rukeza, R. Spencer, L. Summerauer, B. Vanlauwe, K. Van Oost, B. Wolf, and J. Six. 2022. Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin. NATURE COMMUNICATIONS 13.",Denitrification,field flux,1,0.06,18.31,wetland,Permanent Wetlands,1731.995239,25.70512009,1232.652344,48,343,200,402.8643188,-1.17377758,6.618732929,0.912999988,768.6599731,3551,313.5,12,1.134793043,29.96581841,3.309029818,4.222446442
218,"Barthel, M., M. Bauters, S. Baumgartner, T. Drake, N. Bey, G. Bush, P. Boeckx, C. Botefa, N. Deriaz, G. Ekamba, N. Gallarotti, F. Mbayu, J. Mugula, I. Makelele, C. Mbongo, J. Mohn, J. Mandea, D. Mpambi, L. Ntaboba, M. Rukeza, R. Spencer, L. Summerauer, B. Vanlauwe, K. Van Oost, B. Wolf, and J. Six. 2022. Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin. NATURE COMMUNICATIONS 13.",Denitrification,field flux,1,0.81,24.49,evergreen broadleaf tropical forest,EBF,1477.042847,24.80521774,1105.238037,46,352,274,463.9280396,-1.405932665,6.602638721,0.956799984,732.7700195,2374,496.5,25,1.726436138,30.82305336,7.141171932,7.051655293
218,"Barthel, M., M. Bauters, S. Baumgartner, T. Drake, N. Bey, G. Bush, P. Boeckx, C. Botefa, N. Deriaz, G. Ekamba, N. Gallarotti, F. Mbayu, J. Mugula, I. Makelele, C. Mbongo, J. Mohn, J. Mandea, D. Mpambi, L. Ntaboba, M. Rukeza, R. Spencer, L. Summerauer, B. Vanlauwe, K. Van Oost, B. Wolf, and J. Six. 2022. Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin. NATURE COMMUNICATIONS 13.",Denitrification,field flux,1,0.29,25.3,evergreen broadleaf tropical forest,EBF,1461.661865,25.53797531,1151.300049,46,306,251,498.0851135,-1.347298861,7.015991688,1.015900016,732.7700195,2534,464,8.5,0.728608847,29.866539,7.55453968,7.522957325
218,"Barthel, M., M. Bauters, S. Baumgartner, T. Drake, N. Bey, G. Bush, P. Boeckx, C. Botefa, N. Deriaz, G. Ekamba, N. Gallarotti, F. Mbayu, J. Mugula, I. Makelele, C. Mbongo, J. Mohn, J. Mandea, D. Mpambi, L. Ntaboba, M. Rukeza, R. Spencer, L. Summerauer, B. Vanlauwe, K. Van Oost, B. Wolf, and J. Six. 2022. Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin. NATURE COMMUNICATIONS 13.",Denitrification,field flux,1,0.67,22.34,evergreen broadleaf tropical forest,EBF,1881.104736,25.19452286,1196.723755,49,381,224,352.287323,-1.696966648,6.944056511,1.10529995,732.7700195,2645,437.5,23.5,1.893236876,24.80047607,5.747271538,5.863404751
218,"Barthel, M., M. Bauters, S. Baumgartner, T. Drake, N. Bey, G. Bush, P. Boeckx, C. Botefa, N. Deriaz, G. Ekamba, N. Gallarotti, F. Mbayu, J. Mugula, I. Makelele, C. Mbongo, J. Mohn, J. Mandea, D. Mpambi, L. Ntaboba, M. Rukeza, R. Spencer, L. Summerauer, B. Vanlauwe, K. Van Oost, B. Wolf, and J. Six. 2022. Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin. NATURE COMMUNICATIONS 13.",Denitrification,field flux,1,-2.31,28.75,evergreen broadleaf tropical forest,EBF,1860.185669,15.70259953,927.4238281,51,882,479,771.3283081,-1.788017869,6.241781235,1.910599947,880.4799805,2108,2142.5,81,7.423041344,45.91955185,4.001026154,3.741886377
219,"Tian, J., J. Dungait, X. Lu, Y. Yang, I. Hartley, W. Zhang, J. Mo, G. Yu, J. Zhou, and Y. Kuzyakov. 2019. Long-term nitrogen addition modifies microbial composition and functions for slow carbon cycling and increased sequestration in tropical forest soil. GLOBAL CHANGE BIOLOGY 25:3267–3281.",Denitrification,field flux,1,23.17,112.17,evergreen broadleaf tropical forest,EBF,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
220,"Breuer, L., and K. Butterbach-Bahl. 2005. Local temperature optimum of N2O production rates in tropical rain forest soils of Australia. AUSTRALIAN JOURNAL OF SOIL RESEARCH 43:689–694.",Denitrification,lab flux,1,-17.6,145.57,evergreen broadleaf tropical forest,EBF,2410.980957,19.44882965,1201.085693,52,506,309,432.0766602,-1.295314789,6.280964851,1.361600041,104.4300003,1710,989,24,1.465358019,63.5104866,,
220,"Breuer, L., and K. Butterbach-Bahl. 2005. Local temperature optimum of N2O production rates in tropical rain forest soils of Australia. AUSTRALIAN JOURNAL OF SOIL RESEARCH 43:689–694.",Denitrification,lab flux,2,-17.28,145.63,evergreen broadleaf tropical forest,EBF,2221.74292,21.11507797,1218.109497,55,361,258,469.621521,-1.208868504,5.282855988,2.127300024,104.4300003,1006,763.5,39,2.946850061,89.32117462,,
221,"Osborne, B., F. Soper, M. Nasto, D. Bru, S. Hwang, M. Machmuller, M. Morales, L. Philippot, B. Sullivan, G. Asner, C. Cleveland, A. Townsend, and S. Porder. 2021. Litter inputs drive patterns of soil nitrogen heterogeneity in a diverse tropical forest: Results from a litter manipulation experiment. SOIL BIOLOGY & BIOCHEMISTRY 158.",Denitrification,field flux,1,8.4,-83.32,evergreen broadleaf tropical forest,EBF,3116.638184,25.82138824,1277.19043,54,466,386,,,,1.021700025,370.2799988,4306,196.5,87.5,7.141328812,74.33053589,,
222,"Soper, F. M., B. W. Sullivan, B. B. Osborne, A. N. Shaw, L. Philippot, and C. C. Cleveland. 2019. Leaf-cutter ants engineer large nitrous oxide hot spots in tropical forests. Proceedings of the Royal Society B: Biological Sciences 286:20182504.",Denitrification,field flux,1,8.41,-83.33,evergreen broadleaf tropical forest,EBF,3116.638184,25.82138824,1277.19043,56,396,378,,,,1.002500057,370.2799988,4261,161.5,79,7.214037418,64.45278931,,
223,"Chen, W., and S. Peng. 2020. Land-use legacy effects shape microbial contribution to N2O production in it three tropical forests. GEODERMA 358.",Denitrification,lab flux,1,23.17,112.17,evergreen broadleaf tropical forest,EBF,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
223,"Chen, W., and S. Peng. 2020. Land-use legacy effects shape microbial contribution to N2O production in it three tropical forests. GEODERMA 358.",Denitrification,lab flux,1,23.17,112.17,transitional tropical forest (pine and broadleaf),EBF,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
223,"Chen, W., and S. Peng. 2020. Land-use legacy effects shape microbial contribution to N2O production in it three tropical forests. GEODERMA 358.",Denitrification,lab flux,1,23.17,112.17,evergreen coniferous (pine) tropical forest,EBF,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
224,"Templer, P., P. Groffman, A. Flecker, and A. Power. 2005. Land use change and soil nutrient transformations in the Los Haitises region of the Dominican Republic. SOIL BIOLOGY & BIOCHEMISTRY 37:215–225.",Denitrification,microbial,2,19,-69.67,"""subtropical broadleaf forest""",EBF,2318.333252,25.01646805,1431.633301,51,676,525,532.4649658,-1.083100557,7.079176426,1.348199964,348,2276,291,20,1.351428866,36.26166534,,
224,"Templer, P., P. Groffman, A. Flecker, and A. Power. 2005. Land use change and soil nutrient transformations in the Los Haitises region of the Dominican Republic. SOIL BIOLOGY & BIOCHEMISTRY 37:215–225.",Denitrification,microbial,1,19,-69.67,Mogote?,EBF,2318.333252,25.01646805,1431.633301,51,676,525,532.4649658,-1.083100557,7.079176426,1.348199964,348,2276,291,20,1.351428866,36.26166534,,
225,"Verchot, L., E. Davidson, J. Cattanio, I. Ackerman, H. Erickson, and M. Keller. 1999. Land use change and biogeochemical controls of nitrogen oxide emissions from soils in eastern Amazonia. GLOBAL BIOGEOCHEMICAL CYCLES 13:31–46.",Denitrification,field flux,1,-2.98,-47.52,evergreen broadleaf tropical forest,EBF,2212.128418,26.60202408,1124.385742,47,282,227,309.7329407,-0.516342223,4.60855484,0.772800028,1255.550049,6215,136.5,11.5,0.969343483,75.48887634,4.0351758,3.387189627
225,"Verchot, L., E. Davidson, J. Cattanio, I. Ackerman, H. Erickson, and M. Keller. 1999. Land use change and biogeochemical controls of nitrogen oxide emissions from soils in eastern Amazonia. GLOBAL BIOGEOCHEMICAL CYCLES 13:31–46.",Denitrification,field flux,1,-2.98,-47.52,evergreen broadleaf tropical forest,EBF,2212.128418,26.60202408,1124.385742,47,282,227,309.7329407,-0.516342223,4.60855484,0.772800028,1255.550049,6215,136.5,11.5,0.969343483,75.48887634,4.0351758,3.387189627
225,"Verchot, L., E. Davidson, J. Cattanio, I. Ackerman, H. Erickson, and M. Keller. 1999. Land use change and biogeochemical controls of nitrogen oxide emissions from soils in eastern Amazonia. GLOBAL BIOGEOCHEMICAL CYCLES 13:31–46.",Denitrification,field flux,1,-2.98,-47.52,grassland tropical C4,Grassland,2212.128418,26.60202408,1124.385742,47,282,227,309.7329407,-0.516342223,4.60855484,0.772800028,1255.550049,6215,136.5,11.5,0.969343483,75.48887634,4.0351758,3.387189627
226,"Koschorreck, M., and R. Conrad. 1997. Kinetics of nitric oxide consumption in tropical soils under oxic and anoxic conditions. BIOLOGY AND FERTILITY OF SOILS 25:82–88.",Denitrification,lab flux,1,-11,-66,forest??,EBF,1858.828613,27.30184555,1037.19519,46,298,270,314.2135925,-1.147065043,5.807645321,0.985300005,336.4400024,3044,143.5,12,1.094974518,65.20596313,2.665572882,2.060024738
226,"Koschorreck, M., and R. Conrad. 1997. Kinetics of nitric oxide consumption in tropical soils under oxic and anoxic conditions. BIOLOGY AND FERTILITY OF SOILS 25:82–88.",Denitrification,lab flux,1,-15,-67,"""seasonally flooded savanna""",EBF,1841.580933,25.66132927,1151.495239,57,344,308,365.236908,-1.335983157,6.313259125,1.12349999,847.1099854,3121,245,5,0.287749887,57.41579819,2.802222252,1.893872857
227,"Perez, T., S. Trumbore, S. Tyler, E. Davidson, M. Keller, and P. de Camargo. 2000. Isotopic variability of N2O emissions from tropical forest soils. GLOBAL BIOGEOCHEMICAL CYCLES 14:525–535.",Denitrification,field flux,1,-2.98,-47.52,deciduous broadleaf tropical forest,DBF,2212.128418,26.60202408,1124.385742,47,282,227,309.7329407,-0.516342223,4.60855484,0.772800028,1255.550049,6215,136.5,11.5,0.969343483,75.48887634,4.0351758,3.387189627
227,"Perez, T., S. Trumbore, S. Tyler, E. Davidson, M. Keller, and P. de Camargo. 2000. Isotopic variability of N2O emissions from tropical forest soils. GLOBAL BIOGEOCHEMICAL CYCLES 14:525–535.",Denitrification,field flux,2,10.43,-84,evergreen broadleaf tropical forest,EBF,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,231.3200073,2512,50,15,1.231472015,38.5550766,,
229,"Ajwang’Ondiek, R., D. Hayes, D. Kinyua, N. Kitaka, E. Lautsch, P. Mutuo, and T. Hein. 2021. Influence of land-use change and season on soil greenhouse gas emissions from a tropical wetland: A stepwise explorative assessment. SCIENCE OF THE TOTAL ENVIRONMENT 787.",Denitrification,field flux,3,0.23,34.28,wetland,Permanent Wetlands,1855.37146,23.00696564,1304.238037,58,449,302,513.1586304,-1.178613782,4.227778912,1.110200047,1641.449951,7752,1243,16,1.459033728,41.44536209,,
231,"McSwiney, C., W. McDowell, and M. Keller. 2001. Distribution of nitrous oxide and regulators of its production across a tropical rainforest catena in the Luquillo Experimental Forest, Puerto Rico. BIOGEOCHEMISTRY 56:265–286.",Denitrification,field flux,1,18.3,-65.83,evergreen broadleaf tropical forest,EBF,2363.276123,22.05672455,1278.742798,47,955,619,469.2328796,-1.317179084,7.512785912,1.638200045,214.8999939,1140,649,136,11.99687386,27.56150055,,
232,"Chen, W., F. Su, Y. Nie, B. Zhong, Y. Zheng, J. Mo, B. Xiong, and X. Lu. 2022. Divergent responses of soil microbial functional groups to long-term high nitrogen presence in the tropical forests. SCIENCE OF THE TOTAL ENVIRONMENT 821.",Denitrification,inferred N2O production/ microbial,1,23.17,112.17,"""coniferous""",EBF,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
232,"Chen, W., F. Su, Y. Nie, B. Zhong, Y. Zheng, J. Mo, B. Xiong, and X. Lu. 2022. Divergent responses of soil microbial functional groups to long-term high nitrogen presence in the tropical forests. SCIENCE OF THE TOTAL ENVIRONMENT 821.",Denitrification,inferred N2O production/ microbial,1,23.17,112.17,"""mixed forest""",EBF,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
232,"Chen, W., F. Su, Y. Nie, B. Zhong, Y. Zheng, J. Mo, B. Xiong, and X. Lu. 2022. Divergent responses of soil microbial functional groups to long-term high nitrogen presence in the tropical forests. SCIENCE OF THE TOTAL ENVIRONMENT 821.",Denitrification,inferred N2O production/ microbial,1,23.17,112.17,evergreen broadleaf tropical forest,EBF,1758.133301,22.06541824,1059.62854,52,436,375,432.7008667,-1.141399264,5.736589432,1.284999967,,821,151,107,7.634211063,67.66860199,4.595430374,5.257109165
233,"Yang, H., S. Liu, Y. Li, and H. Xu. 2018. Diurnal variations and gap effects of soil CO2, N2O and CH4 fluxes in a typical tropical montane rainforest in Hainan Island, China. ECOLOGICAL RESEARCH 33:379–392.",Denitrification,field flux,1,18.608333,108.841667,evergreen broadleaf tropical forest,EBF,1373.785767,24.5704155,1009.071411,58,582,282,422.5808411,-1.402739525,6.812356949,1.322900057,2710.689941,1858,311,94.5,9.141546249,78.24111938,,
234,"Coolman, R., and W. Robarge. 1995. Sampling nitrous oxide emissions from humid tropical ecosystems. JOURNAL OF BIOGEOGRAPHY 22:381–391.",Denitrification,field flux,1,-2.89,-59.97,evergreen broadleaf tropical forest,EBF,2298.147705,27.31412697,1044.038086,41,301,222,392.77771,-1.395746231,6.362985611,0.513800025,287.1000061,1416,99.5,23,1.274600267,46.26345062,3.062308788,2.716034174
234,"Coolman, R., and W. Robarge. 1995. Sampling nitrous oxide emissions from humid tropical ecosystems. JOURNAL OF BIOGEOGRAPHY 22:381–391.",Denitrification,field flux,1,-2.89,-59.97,grassland tropical C4,Grassland,2298.147705,27.31412697,1044.038086,41,301,222,392.77771,-1.395746231,6.362985611,0.513800025,287.1000061,1416,99.5,23,1.274600267,46.26345062,3.062308788,2.716034174
235,"Houlton, B., D. Sigman, and L. Hedin. 2006. Isotopic evidence for large gaseous nitrogen losses from tropical rainforests. PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA 103:8745–8750.",Denitrification,field flux,1,20.71,-156.25,evergreen broadleaf tropical forest,EBF,894.9238281,11.4055748,723.4333496,66,542,430,998.2290649,-0.329779804,2.393274069,0.119499996,57.52999878,6377,2847,192,16.74326324,38.75907135,,
237,"Lacerda, G., M. Noronha, L. Cabral, T. Delforno, S. de Sousa, P. Fernandes, T. Melo, and V. Oliveira. 2019. Land Use and Seasonal Effects on the Soil Microbiome of a Brazilian Dry Forest. FRONTIERS IN MICROBIOLOGY 10.",Denitrification,microbial,1,-9.05,-40.32,deciduous broadleaf tropical forests,DBF,502.9714355,25.73345184,459.019043,63,94,94,494.9744873,-0.069555156,1.97244072,0.544799984,1287.040039,4647,390.5,7,0.597581148,86.10324097,1.251508951,1.84269166
237,"Lacerda, G., M. Noronha, L. Cabral, T. Delforno, S. de Sousa, P. Fernandes, T. Melo, and V. Oliveira. 2019. Land Use and Seasonal Effects on the Soil Microbiome of a Brazilian Dry Forest. FRONTIERS IN MICROBIOLOGY 10.",Denitrification,microbial,1,-9.14,-40.3,woody shurbland?,Savannas,478.2523804,25.88023758,436.2285767,65,104,101,494.9744873,-0.143327951,1.939067006,0.62470001,1287.040039,4657,360.5,8,0.755631804,88.21855164,1.251508951,1.84269166
238,"Grover, S., S. Livesley, L. Hutley, H. Jamali, B. Fest, J. Beringer, K. Butterbach-Bahl, and S. Arndt. 2012. Land use change and the impact on greenhouse gas exchange in north Australian savanna soils. BIOGEOSCIENCES 9:423–437.",Denitrification,field flux,1,-13.85,131.3,savanna,Grassland,1219.052368,27.6284523,1012.014282,65,115,77,362.3583069,-0.330373883,2.569106102,0.427599996,164.1999969,3389,76,6,0.525917649,112.8896332,,
238,"Grover, S., S. Livesley, L. Hutley, H. Jamali, B. Fest, J. Beringer, K. Butterbach-Bahl, and S. Arndt. 2012. Land use change and the impact on greenhouse gas exchange in north Australian savanna soils. BIOGEOSCIENCES 9:423–437.",Denitrification,field flux,2,-13.85,131.3,savanna/pasture,Grassland,1219.052368,27.6284523,1012.014282,65,115,77,362.3583069,-0.330373883,2.569106102,0.427599996,164.1999969,3389,76,6,0.525917649,112.8896332,,
239,"Fernandes, S., P. Bonin, V. Michotey, N. Garcia, and P. LokaBharathi. 2012. Nitrogen-limited mangrove ecosystems conserve N through dissimilatory nitrate reduction to ammonium. SCIENTIFIC REPORTS 2.",Denitrification,inferred?,1,15.51,73.88,mangrove,Permanent Wetlands,3229.538086,27.26914597,984.7999878,61,377,470,540.7180786,-0.638555884,3.678909779,0.299899995,1319.22998,9506,1,1.5,0.061874468,145.2128143,,
239,"Fernandes, S., P. Bonin, V. Michotey, N. Garcia, and P. LokaBharathi. 2012. Nitrogen-limited mangrove ecosystems conserve N through dissimilatory nitrate reduction to ammonium. SCIENTIFIC REPORTS 2.",Denitrification,inferred?,1,15.68,73.8,mangrove,Permanent Wetlands,3658.24292,27.17089272,958.7999878,62,264,231,540.7180786,-0.681510925,3.545388937,0.789099991,1319.22998,9077,30.5,24,1.783311605,146.6781616,,
240,"Veldkamp, E., E. Davidson, H. Erickson, M. Keller, and A. Weitz. 1999. Soil nitrogen cycling and nitrogen oxide emissions along a pasture chronosequence in the humid tropics of Costa Rica. SOIL BIOLOGY & BIOCHEMISTRY 31:387–394.",Denitrification,field flux,1,10.2,-83.53,grassland tropical C4,Grassland,3464.276123,26.61194611,1451.585693,54,569,750,804.5393066,-0.696139216,5.200161457,0.878600001,231.3200073,3401,26.5,10.5,0.799933672,32.01623917,,
240,"Veldkamp, E., E. Davidson, H. Erickson, M. Keller, and A. Weitz. 1999. Soil nitrogen cycling and nitrogen oxide emissions along a pasture chronosequence in the humid tropics of Costa Rica. SOIL BIOLOGY & BIOCHEMISTRY 31:387–394.",Denitrification,field flux,1,10.2,-83.53,forest,Savannas,3464.276123,26.61194611,1451.585693,54,569,750,804.5393066,-0.696139216,5.200161457,0.878600001,231.3200073,3401,26.5,10.5,0.799933672,32.01623917,,
241,"Werner, C., R. Kiese, and K. Butterbach-Bahl. 2007. Soil-atmosphere exchange of N2O, CH4, and CO2 and controlling environmental factors for tropical rain forest sites in western Kenya. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 112.",Denitrification,field flux,1,0.13,34.77,evergreen broadleaf tropical forests,EBF,1873.766724,21.09081268,1283.557129,55,479,364,581.5765381,-1.345484972,4.974192619,1.244699955,1641.449951,6321,1595,31,2.784385681,35.7395668,,
241,"Werner, C., R. Kiese, and K. Butterbach-Bahl. 2007. Soil-atmosphere exchange of N2O, CH4, and CO2 and controlling environmental factors for tropical rain forest sites in western Kenya. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 112.",Denitrification,field flux,1,0.38,34.97,evergreen broadleaf tropical forests,EBF,1531.023804,18.43758011,1099.476196,57,489,414,581.5765381,-1.251644611,5.176972866,1.807399988,1641.449951,6212,2029.5,45.5,4.048943043,43.8052597,,
242,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",Denitrification,lab flux (isotope pairing),2,-18.04,144.03,wetland,Permanent Wetlands,823.9190674,25.40049744,715.7333374,64,101,42,466.0463257,-0.046465214,1.527402639,0.539499998,143.1300049,105,369,18,1.24542892,115.5622482,8.251115799,5.495534897
242,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",Denitrification,lab flux (isotope pairing),1,-18.58,146.31,wetland,Permanent Wetlands,1638.781006,24.36916733,1158.957153,54,302,186,580.0668945,-0.905875921,5.4859519,0.891900003,184.5399933,2800,7,4,0.286820173,88.22055054,,
242,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",Denitrification,lab flux (isotope pairing),1,-18.5,146.21,mangrove,Permanent Wetlands,2255.385742,23.89305496,1301.376221,,,,490.3819275,-0.992013037,5.576668739,0.92809999,184.5399933,2142,8.5,6,0.304494977,99.0760498,,
242,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",Denitrification,lab flux (isotope pairing),2,-18,146.07,wetland,Permanent Wetlands,1910.166626,24.36325455,1292.376221,52,613,237,,,,,184.5399933,,0,14.5,1.216799498,89.23011017,,
