OBJECTID,study_id,site_id,number_sites,latitude_decimal,longitude_decimal,biome_IGBP,Gridded_IGBP,Biome,Biome_rough,Extracted_IGBP_Biome,forest_type,mat_c,map_mm,elevation_asl_m,data_type,pub_year,ref,collected_by,notes,Field16,Biome_decription_from_paper,Extracted_USDA_soil_taxonomy_suborders,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_IGBP_Biome,N_Dep1,DtB1,Elevation,Roughness,Slope,Extracted_Seasonality,ExtractBNF1,ExtractNloss1
25,14,14.12,1,-19.3,29.79,"""terminalia woodland""",Grasslands,Woody Savannas,Savannas,10,,ND,ND,,lab flux,2001,"Kirkman, G., W. Yang, and F. Meixner. 2001. Biogenic nitric oxide emissions upscaling: An approach for Zimbabwe. GLOBAL BIOGEOCHEMICAL CYCLES 15:1005–1020.",JVO,,,"""terminalia woodland""",82,670.0856934,18.88095284,589.2142944,61,155,103,482.9873352,-0.411091387,2.368876219,0.862399995,10,752.1599731,2643,1379.5,32,2.406593084,107.5117111,6.170966625,6.225001812
348,213,213.1,2,18.04,-67.07,grassland tropical C4,Cropland/Natural Vegetation Mo- saics,Grassland,Grassland,14,,23,1120,ND,field flux,1997,"Mosier, A., and J. Delgado. 1997. Methane and nitrous oxide fluxes in grasslands in western Puerto Rico. CHEMOSPHERE 35:2059–2082.",CF,,,grassland tropical C4,61,1226.633301,26.71250153,1086.704712,65,525,497,,-1.042047501,5.090377808,0.867399991,14,348,2054,37.5,9.5,0.863680482,52.8516922,,
296,182,182.2,1,10.2,-83.53,evergreen broadleaf tropical forest,Woody Savannas,EBF,EBF,8,ND,ND,ND,ND,field flux,1993,"KELLER, M., E. VELDKAMP, A. WEITZ, and W. REINERS. 1993. EFFECT OF PASTURE AGE ON SOIL TRACE-GAS EMISSIONS FROM A DEFORESTED AREA OF COSTA-RICA. NATURE 365:244–246.",JVO,,,"""forest""",90,3464.276123,26.61194611,1451.585693,54,569,750,804.5393066,-0.696139216,5.200161457,0.878600001,8,231.3200073,3401,26.5,10.5,0.799933672,32.01623917,,
395,240,240.2,1,10.2,-83.53,grassland tropical C4,Woody Savannas,Grassland,Grassland,8,Pasture,ND,ND,ND,field flux,1999,"Veldkamp, E., E. Davidson, H. Erickson, M. Keller, and A. Weitz. 1999. Soil nitrogen cycling and nitrogen oxide emissions along a pasture chronosequence in the humid tropics of Costa Rica. SOIL BIOLOGY & BIOCHEMISTRY 31:387–394.",CF,,,pasture*,90,3464.276123,26.61194611,1451.585693,54,569,750,804.5393066,-0.696139216,5.200161457,0.878600001,8,231.3200073,3401,26.5,10.5,0.799933672,32.01623917,,
394,240,240.1,1,10.2,-83.53,forest,Woody Savannas,Woody Savannas,Savannas,8,Primary,ND,ND,ND,field flux,1999,"Veldkamp, E., E. Davidson, H. Erickson, M. Keller, and A. Weitz. 1999. Soil nitrogen cycling and nitrogen oxide emissions along a pasture chronosequence in the humid tropics of Costa Rica. SOIL BIOLOGY & BIOCHEMISTRY 31:387–394.",CF,*more sites - other chronosequence sites of pastures,,forest,90,3464.276123,26.61194611,1451.585693,54,569,750,804.5393066,-0.696139216,5.200161457,0.878600001,8,231.3200073,3401,26.5,10.5,0.799933672,32.01623917,,
109,67,67.3,1,-9.19,-63.17,evergreen broadleaf tropical forests,Grasslands,EBF,EBF,10,ND,24.4-25.6,2090-2270,ND,field flux,2002,"Garcia-Montiel, D., J. Melillo, P. Steudler, C. Neill, B. Feigl, and C. Cerri. 2002. Relationship between N2O and CO2 emissions from the Amazon Basin. GEOPHYSICAL RESEARCH LETTERS 29.",FS,,,evergreen broadleaf tropical forests,62,2403.857178,26.04444504,973.0380859,43,266,252,413.3682556,-0.82182461,5.600075722,0.881399989,10,619.5499878,3524,96,4,0.227184013,67.57491302,4.376359463,7.253715038
64,44,44.1,1,2.98,102.3,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,ND,25.3,1865,120-150,field flux,2012,"Itoh, M., Y. Kosugi, S. Takanashi, S. Kanemitsu, K. Osaka, Y. Hayashi, M. Tani, and A. Nik. 2012. Effects of soil water status on the spatial variation of carbon dioxide, methane and nitrous oxide fluxes in tropical rain-forest soils in Peninsular Malaysia. JOURNAL OF TROPICAL ECOLOGY 28:557–570.",FS,,,evergreen broadleaf tropical forests,62,2085.519043,27.43940544,1180.576172,49,455,349,513.0540161,-0.926077426,6.156702518,0.882000029,2,1664.079956,1599,123,16,1.128010273,30.50413513,,
113,68,68.1,1,-10.17,-62.82,"""forest tracts"" at ""wester edge of Brazilian Amazon Basin""",Savannas,EBF,EBF,9,ND,25.6,2200,ND,field flux,2001,"Melillo, J., P. Steudler, B. Feigl, C. Neill, D. Garcia, M. Piccolo, C. Cerri, and H. Tian. 2001. Nitrous oxide emissions from forests and pastures of various ages in the Brazilian Amazon. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 106:34179–34188.",JVO,,,"""forest tracts"" at ""wester edge of Brazilian Amazon Basin""",62,2127.395264,25.53305435,969.8857422,46,262,195,279.5707092,-0.93320334,5.454971313,0.882600009,9,619.5499878,3020,144.5,10,0.687568963,67.58574677,13.84524727,8.724762917
253,159,159.1,1,20.3,-96.87,wetland,Grasslands,Permanent Wetlands,Permanent Wetlands,10,,ND,1200-1650,ND,field flux,2015,"Marin-Muniz, J., M. Hernandez, and P. Moreno-Casasola. 2015. Greenhouse gas emissions from coastal freshwater wetlands in Veracruz Mexico: Effect of plant community and seasonal dynamics. ATMOSPHERIC ENVIRONMENT 107:107–117.",JVO,,,wetland,90,1725.461914,24.78533745,1209.419067,66,493,563,,-0.909340918,5.575648308,0.885200024,10,3149.600098,1412,6,9.5,0.559314251,49.53313065,,
402,242,242.7,1,-18.58,146.31,wetland,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,11,,22-40,2700,ND,lab flux (isotope pairing),2019,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",CF,*coordinates inferred from coordinate map,,wetland,32,1638.781006,24.36916733,1158.957153,54,302,186,580.0668945,-0.905875921,5.4859519,0.891900003,11,184.5399933,2800,7,4,0.286820173,88.22055054,,
168,99,99.1,1,2.98,102.31,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,22.7-33.2,1800,140,field flux,2008,"Yashiro, Y., W. Kadir, T. Okuda, and H. Koizumi. 2008. The effects of logging on soil greenhouse gas (CO2,CH4, N2O) flux in a tropical rain forest, Peninsular Malaysia. AGRICULTURAL AND FOREST METEOROLOGY 148:799–806.",CF,,,lowland tropical rain forest,62,2085.519043,27.43940544,1180.576172,50,521,438,513.0540161,-0.926077426,6.156702518,0.89349997,2,1664.079956,1733,128,14.5,0.746304393,30.35568047,,
210,129,129.1,1,8.2,34.95,"""open woodland""",Savannas,Woody Savannas,Savannas,9,ND,20-37,900–1700,ND,field flux,2003,"Andersson, M., A. Kjoller, and S. Struwe. 2003. Soil emissions of nitrous oxide in fire-prone African savannas. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 108.",CF,,,"""open woodland""",75,1207.814331,26.32809448,1037.214233,61,406,359,441.2121277,-0.80914557,3.941723824,0.895900011,9,1384.719971,4754,646.5,173.5,14.45328617,77.55950165,7.372197151,5.160294533
10,7,7.1,1,-10.5,-62.5,? tropical forest,Savannas,EBF,EBF,9,ND,18.8-25.6,2270,,field flux,2003,"Garcia-Montiel, D., J. Melillo, P. Steudler, C. Cerri, and M. Piccolo. 2003. Carbon limitations to nitrous oxide emissions in a humid tropical forest of the Brazilian Amazon. BIOLOGY AND FERTILITY OF SOILS 38:267–272.",JVO,**f open moist tropical forest with a large number of palm trees. ombrotrofic open submontane forest *altered by selective logging,,,62,2060.695313,25.28527832,948.2571411,46,260,209,279.5707092,-1.05326128,5.229285717,0.898699999,9,619.5499878,2233,180.5,36,3.258407593,70.30213928,13.84524727,8.724762917
107,67,67.1,1,-10.5,-62.5,evergreen broadleaf tropical forests,Savannas,EBF,EBF,9,ND,24.4-25.6,2090-2270,ND,field flux,2002,"Garcia-Montiel, D., J. Melillo, P. Steudler, C. Neill, B. Feigl, and C. Cerri. 2002. Relationship between N2O and CO2 emissions from the Amazon Basin. GEOPHYSICAL RESEARCH LETTERS 29.",FS,open moist tropical forest with a large number of palm trees,,evergreen broadleaf tropical forests,62,2060.695313,25.28527832,948.2571411,46,260,209,279.5707092,-1.05326128,5.229285717,0.898699999,9,619.5499878,2233,180.5,36,3.258407593,70.30213928,13.84524727,8.724762917
310,190,190.1,1,-10.5,-62.5,evergreen broadleaf tropical forest,Savannas,EBF,EBF,9,Secondary,18.8-25.6,2270,ND,field flux,2003,"Garcia-Montiel, D., P. Steudler, M. Piccolo, C. Neill, J. Melillo, and C. Cerri. 2003. Nitrogen oxide emissions following wetting of dry soils in forest and pastures in Rondonia, Brazil. BIOGEOCHEMISTRY 64:319–336.",CF,,,evergreen broadleaf tropical forest,62,2060.695313,25.28527832,948.2571411,46,260,209,279.5707092,-1.05326128,5.229285717,0.898699999,9,619.5499878,2233,180.5,36,3.258407593,70.30213928,13.84524727,8.724762917
78,53,53.1,1,-10.5,-62.5,open moist tropical forest,Savannas,Woody Savannas,Savannas,9,Primary,ND,2270,150m,field flux,2001,"Garcia-Montiel, D., P. Steudler, M. Piccolo, J. Melillo, C. Neill, and C. Cerri. 2001. Controls on soil nitrogen oxide emissions from forest and pastures in the Brazilian Amazon. GLOBAL BIOGEOCHEMICAL CYCLES 15:1021–1030.",CF,,,open moist tropical forest,62,2060.695313,25.28527832,948.2571411,46,260,209,279.5707092,-1.05326128,5.229285717,0.898699999,9,619.5499878,2233,180.5,36,3.258407593,70.30213928,13.84524727,8.724762917
79,53,53.2,1,-10.5,-62.5,grassland tropical C4,Savannas,Savannas,Savannas,9,Pasture,ND,2270,150m,field flux,2001,"Garcia-Montiel, D., P. Steudler, M. Piccolo, J. Melillo, C. Neill, and C. Cerri. 2001. Controls on soil nitrogen oxide emissions from forest and pastures in the Brazilian Amazon. GLOBAL BIOGEOCHEMICAL CYCLES 15:1021–1030.",CF,,,**savanna?grassland?,62,2060.695313,25.28527832,948.2571411,46,260,209,279.5707092,-1.05326128,5.229285717,0.898699999,9,619.5499878,2233,180.5,36,3.258407593,70.30213928,13.84524727,8.724762917
198,121,121.1,1,-10.22,-62.32,"""open tropical forest""",Savannas,Savannas,Savannas,9,ND,25.6,2200,150,field flux,2005,"Neill, C., M. Piccolo, C. Cerri, P. Steudler, and J. Melillo. 2006. Soil solution nitrogen losses during clearing of lowland Amazon forest for pasture. PLANT AND SOIL 281:233–245.",CF,** may be two more --> two pastures lisyed but unclear if they are managed,,"""open tropical forest""",62,2119.204834,25.3183136,957.3905029,49,247,237,270.6006165,-0.780113339,4.83325386,0.901600003,9,619.5499878,1947,160,22,1.586547136,71.46885681,13.84524727,8.724762917
320,196,196.4,1,-3.25,-58.65,wetland,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,11,,ND,ND,ND,lab flux,2014,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",JVO,,,wetland,,2162.428467,27.87253952,1060.814331,43,369,272,478.9507141,-0.946726441,6.552398682,0.905200005,11,287.1000061,2953,11,12.5,1.3006078,53.5478096,2.545746088,2.382516146
358,218,218.2,1,0.06,18.31,wetland,Evergreen Broadleaf Forests,Permanent Wetlands,Permanent Wetlands,2,,ND,ND,300,field flux,2022,"Barthel, M., M. Bauters, S. Baumgartner, T. Drake, N. Bey, G. Bush, P. Boeckx, C. Botefa, N. Deriaz, G. Ekamba, N. Gallarotti, F. Mbayu, J. Mugula, I. Makelele, C. Mbongo, J. Mohn, J. Mandea, D. Mpambi, L. Ntaboba, M. Rukeza, R. Spencer, L. Summerauer, B. Vanlauwe, K. Van Oost, B. Wolf, and J. Six. 2022. Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin. NATURE COMMUNICATIONS 13.",CF,,,wetland,62,1731.995239,25.70512009,1232.652344,48,343,200,402.8643188,-1.17377758,6.618732929,0.912999988,2,768.6599731,3551,313.5,12,1.134793043,29.96581841,3.309029818,4.222446442
111,67,67.5,1,-10.66,-62.26,evergreen broadleaf tropical forests,Savannas,EBF,EBF,9,ND,24.4-25.6,2090-2270,ND,field flux,2002,"Garcia-Montiel, D., J. Melillo, P. Steudler, C. Neill, B. Feigl, and C. Cerri. 2002. Relationship between N2O and CO2 emissions from the Amazon Basin. GEOPHYSICAL RESEARCH LETTERS 29.",FS,,,evergreen broadleaf tropical forests,62,2055.957031,24.80537796,953.3619385,47,229,227,297.5486755,-1.168622375,5.134529591,0.914799988,9,619.5499878,1038,246,21.5,1.705384731,70.5831604,13.84524727,8.724762917
110,67,67.4,1,-10.33,-62.92,evergreen broadleaf tropical forests,Savannas,EBF,EBF,9,ND,24.4-25.6,2090-2270,ND,field flux,2002,"Garcia-Montiel, D., J. Melillo, P. Steudler, C. Neill, B. Feigl, and C. Cerri. 2002. Relationship between N2O and CO2 emissions from the Amazon Basin. GEOPHYSICAL RESEARCH LETTERS 29.",FS,,,evergreen broadleaf tropical forests,62,2083.990479,25.49686432,964.6571655,47,258,223,279.5707092,-0.980805874,5.680305481,0.917200029,9,619.5499878,1581,255,93,8.344197273,67.89738464,8.397497177,6.290368557
401,242,242.6,1,-18.5,146.21,mangrove,Permanent Wetlands,Mangrove,Permanent Wetlands,11,,22-39,2700,ND,lab flux (isotope pairing),2019,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",CF,*coordinates inferred from coordinate map,,mangrove,,2255.385742,23.89305496,1301.376221,,,,490.3819275,-0.992013037,5.576668739,0.92809999,11,184.5399933,2142,8.5,6,0.304494977,99.0760498,,
349,213,213.3,1,18.47,-67.04,grassland tropical C4,Savannas,Savannas,Savannas,9,,24,1650,ND,field flux,1997,"Mosier, A., and J. Delgado. 1997. Methane and nitrous oxide fluxes in grasslands in western Puerto Rico. CHEMOSPHERE 35:2059–2082.",CF,,,grassland tropical C6,34,1976.876221,25.65492058,1398.595215,57,400,477,,-0.946874917,5.54659462,0.931999981,9,348,576,125,13,1.183948874,33.66157532,,
411,248,248.1,2,-0.75,37.75,grassland tropical c3,Grasslands,Grassland,Grassland,10,Pasture,24,774.5,975,field flux,1997,"WARREN, G. P., ATWAL, S. S., & IRUNGU, J. W. (1997). SOIL NITRATE VARIATIONS UNDER GRASS, SORGHUM AND BARE FALLOW IN SEMI-ARID KENYA. Experimental Agriculture, 33(3), 321–333.",SL,"*natural vegetation removed, planted vegetation",,"grassland, pasture site",82,794.9428711,22.49997902,708.2571411,65,150,149,509.6066589,-0.713036835,3.172386169,0.933200002,10,1520.689941,8519,957,18,1.396978617,110.8884735,5.308908463,4.548782825
27,14,14.14,1,-17.85,31.25,"""msasa/ brachysteiga woodland""",Cropland,Woody Savannas,Savannas,12,,ND,ND,,lab flux,2001,"Kirkman, G., W. Yang, and F. Meixner. 2001. Biogenic nitric oxide emissions upscaling: An approach for Zimbabwe. GLOBAL BIOGEOCHEMICAL CYCLES 15:1005–1020.",JVO,,,"""msasa/ brachysteiga woodland""",82,820.7047729,18.36176491,678.9285889,57,133,108,423.811615,-0.484593391,2.578199148,0.934000015,12,806.1699829,4509,1537.5,25.5,2.089690447,107.4486771,9.948135376,10.62470722
184,108,108.7,1,-2.82,29.48,evergreen broadleaf tropical forest,Grasslands,EBF,EBF,10,ND,17,1660,2800,lab flux,2012,"Ghehi, N., C. Werner, L. Ntaboba, J. Muhinda, E. Van Ranst, K. Butterbach-Bahl, R. Kiese, and P. Boeckx. 2012. Spatial variations of nitrogen trace gas emissions from tropical mountain forests in Nyungwe, Rwanda. BIOGEOSCIENCES 9:1451–1463.",CF,* all coordinates estimated from coordinate map within given range,,*deciduous broadleaf tropical forests,12,1510.452393,17.31551552,952.0856934,49,674,354,630.0304565,-0.425133467,3.037768602,0.936699987,10,880.4799805,4104,2270.5,147.5,12.97684574,55.73646545,9.50711441,8.671442986
166,97,97.1,3,19.93,110.23,subtropical forest,Savannas,DBF,DBF,9,ND,24,2300,ND,lab flux,2014,"Zhang, J., Y. Yu, T. Zhu, and Z. Cai. 2014. The mechanisms governing low denitrification capacity and high nitrogen oxide gas emissions in subtropical forest soils in China. JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES 119:1670–1683.",CF,tropical monsoon climate,,tropical monsoon climate,62,1758.69519,24.50720215,1169.928589,54,437,225,518.7421265,-1.43887639,5.915803909,0.940400004,9,3984.610107,2920,102.5,24,2.058450222,69.61898804,,
85,54,54.6,3,-2.9621,-59.9318,evergreen broadleaf tropical forests,Evergreen Broadleaf Forests,EBF,EBF,2,N,26,1770,<100,field flux,1987,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163â€“170.",CF,Reserva Florestal Ducke,,,62,2290.828613,27.29007912,1041.300049,41,290,224,392.77771,-1.392880082,6.530097008,0.952600002,2,287.1000061,1394,113,38.5,2.65566349,47.12429428,3.062308788,2.716034174
206,127,127.1,1,-2.96,-59.93,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,Secondary,ND,ND,ND,field flux,1988,"KELLER, M., W. KAPLAN, S. WOFSY, and J. DACOSTA. 1988. EMISSIONS OF N2O FROM TROPICAL FOREST SOILS - RESPONSE TO FERTILIZATION WITH NH4+, NO3-, AND PO43-. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 93:1600–1604.",JVO,*pulled from wikipedia page for the Ducke Reserve,,ND,34,2290.828613,27.29007912,1041.300049,41,290,224,392.77771,-1.392880082,6.530097008,0.952600002,2,287.1000061,1335,113,38.5,2.65566349,47.12429428,3.062308788,2.716034174
207,128,128.1,1,-2.96,-59.93,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,ND,ND,ND,field flux,1986,"KELLER, M., W. KAPLAN, and S. WOFSY. 1986. EMISSIONS OF N2O, CH4 AND CO2 FROM TROPICAL FOREST SOILS. JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES 91:1791–1802.",JVO,"""mature tropical moist forest""",,evergreen broadleaf tropical forest,34,2290.828613,27.29007912,1041.300049,41,290,224,392.77771,-1.392880082,6.530097008,0.952600002,2,287.1000061,1335,113,38.5,2.65566349,47.12429428,3.062308788,2.716034174
119,73,73.1,1,-4,-42.09,deciduous ?,Savannas,DBF,DBF,9,Secondary,25.5,2200,ND,field flux,2002,"Steudler, P., D. Garcia-Montiel, M. Piccolo, C. Neill, J. Melillo, B. Feigl, and C. Cerri. 2002. Trace gas responses of tropical forest and pasture soils to N and P fertilization. GLOBAL BIOGEOCHEMICAL CYCLES 16.",CF,*coordinates from google search of site,,Open humid tropical forest,62,1622.857178,27.48051643,1146.218994,52,223,150,249.3193817,-0.772387028,4.092206001,0.953599989,9,469.6799927,1860,125,12,1.052657008,91.73266602,,
360,218,218.4,1,0.81,24.49,evergreen broadleaf tropical forest,Evergreen Broadleaf Forests,EBF,EBF,2,ND,ND,ND,480,field flux,2022,"Barthel, M., M. Bauters, S. Baumgartner, T. Drake, N. Bey, G. Bush, P. Boeckx, C. Botefa, N. Deriaz, G. Ekamba, N. Gallarotti, F. Mbayu, J. Mugula, I. Makelele, C. Mbongo, J. Mohn, J. Mandea, D. Mpambi, L. Ntaboba, M. Rukeza, R. Spencer, L. Summerauer, B. Vanlauwe, K. Van Oost, B. Wolf, and J. Six. 2022. Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin. NATURE COMMUNICATIONS 13.",CF,,,"""lowland forest""",62,1477.042847,24.80521774,1105.238037,46,352,274,463.9280396,-1.405932665,6.602638721,0.956799984,2,732.7700195,2374,496.5,25,1.726436138,30.82305336,7.141171932,7.051655293
452,283,283.1,6,19.5,-101.62,wetland,Cropland,Permanent Wetlands,Permanent Wetlands,12,,ND,ND,2339,field flux,2016,"Rendón-López, Martha & Suárez Alonso, María & Ayala-Ramirez, Gloria & Hernández-Linares, Yazmin & Gomez-Tagle, Alberto & Medina-Avila, Julio & Vidal-Abarca, María. (2016). Nutrients retention in a small subtropical wetland (México). Journal of Limnology. 75. 10.4081/jlimnol.2016.1363. ",SL,*transect study,,"""subtropical wetland""",75,1021.209534,17.03126907,833.5714111,64,347,247,879.149231,-1.00009203,3.35414505,0.964999974,12,1930.939941,207,2218.5,38.5,3.339402199,104.7357559,,
30,14,14.17,1,-17.49,30.55,"""msasa/ brachysteiga woodland""",Cropland,Woody Savannas,Savannas,12,,ND,ND,,lab flux,2001,"Kirkman, G., W. Yang, and F. Meixner. 2001. Biogenic nitric oxide emissions upscaling: An approach for Zimbabwe. GLOBAL BIOGEOCHEMICAL CYCLES 15:1005–1020.",JVO,,,"""msasa/ brachysteiga woodland""",82,781.6809692,18.73924637,656.7714233,60,175,123,422.4916687,-0.577931166,2.832888126,0.97390002,12,585.460022,4871,1360,28.5,2.791894674,109.0828934,7.427517891,7.646187782
246,151,151.1,1,21.93,101.27,evergreen broadleaf tropical forest,Woody Savannas,EBF,EBF,8,ND,21.7,1557,ND,field flux,2008,"Yan, Y., L. Sha, M. Cao, Z. Zheng, J. Tang, Y. Wang, Y. Zhang, R. Wang, G. Liu, Y. Wang, and Y. Sun. 2008. Fluxes of CH4 and N2O from soil under a tropical seasonal rain forest in Xishuangbanna, Southwest China. JOURNAL OF ENVIRONMENTAL SCIENCES 20:207–215.",JVO,,,"""tropical seasonal rainforest""",89,1626.185669,23.09771729,1103.352417,49,410,311,362.3119507,-1.59642458,6.355738163,0.979600012,8,1630.800049,1591,556,59,3.866593838,75.78842926,5.458588123,5.898022652
284,177,177.1,1,-11.85,-55.65,grassland tropical C4,Savannas,Savannas,Savannas,9,pasture,25.2,2250,ND,field flux,2020,"do Nascimento, A., C. de Oliveira, B. Pedreira, D. Pereira, and R. Rodrigues. 2021. Nitrous oxide emissions and forage accumulation in the Brazilian Amazon forage-livestock systems submitted to N input strategies. GRASSLAND SCIENCE 67:63–72.",CF,*degraded/heavily grazed pasture,,*grassland,34,1916.747681,25.5405159,974.7619019,50,188,140,508.1382751,-0.84714222,4.400188446,0.983099997,9,392.4299927,3989,331,16,1.572537541,80.29718018,2.896951199,3.22176981
